DATASET_NAME,NUMBER_OF_TRAINING_RELEASES,PERCENTAGE_TRAINING,PERCENTAGE_DEFECTIVE_TRAINING,PERCENTAGE_DEFECTIVE_TESTING,CLASSIFIER,BALANCING,FEATURE_SELECTION,TRUE_POSITIVE,FALSE_POSITIVE,TRUE_NEGATIVE,FALSE_NEGATIVE,PRECISION,RECALL,ROC_AREA,KAPPA
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,RANDOM_FOREST,SMOTE,NO_SELECTION,274.0,35.0,136.0,1.0,0.8867313915857605,0.9963636363636363,0.9047315257841574,0.8226130764301655
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,RANDOM_FOREST,SMOTE,NO_SELECTION,277.0,5.0,130.0,40.0,0.9822695035460993,0.8738170347003155,0.9319780348171516,0.7788168769030014
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,IBK,NO_SAMPLING,BEST_FIRST,53.0,62.0,177.0,9.0,0.4608695652173913,0.8548387096774194,0.7977122418679984,0.4522643975702899
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,IBK,NO_SAMPLING,BEST_FIRST,42.0,74.0,246.0,77.0,0.3620689655172414,0.35294117647058826,0.5608455882352941,0.12266236086663061
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,IBK,NO_SAMPLING,BEST_FIRST,47.0,72.0,259.0,61.0,0.3949579831932773,0.4351851851851852,0.6088312632874566,0.21044233187737493
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,IBK,NO_SAMPLING,BEST_FIRST,45.0,6.0,131.0,258.0,0.8823529411764706,0.1485148514851485,0.6266531762665317,0.06963333173146236
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,IBK,NO_SAMPLING,BEST_FIRST,204.0,61.0,110.0,71.0,0.769811320754717,0.7418181818181818,0.7225199362041468,0.3808812703754338
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,IBK,NO_SAMPLING,BEST_FIRST,274.0,1.0,134.0,43.0,0.9963636363636363,0.8643533123028391,0.9284729524477159,0.7866872600124417
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,IBK,OVER_SAMPLING,BEST_FIRST,56.0,90.0,149.0,6.0,0.3835616438356164,0.9032258064516129,0.769267107571872,0.3507100485349632
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,IBK,OVER_SAMPLING,BEST_FIRST,53.0,96.0,224.0,66.0,0.35570469798657717,0.44537815126050423,0.5531118697478992,0.13471225209879553
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,IBK,OVER_SAMPLING,BEST_FIRST,61.0,90.0,241.0,47.0,0.40397350993377484,0.5648148148148148,0.6637993733915184,0.25827218351113024
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,IBK,OVER_SAMPLING,BEST_FIRST,121.0,34.0,103.0,182.0,0.7806451612903226,0.39933993399339934,0.5788947507889475,0.11664652848777754
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,IBK,OVER_SAMPLING,BEST_FIRST,219.0,82.0,89.0,56.0,0.7275747508305648,0.7963636363636364,0.6740776182881446,0.3262102336172355
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,IBK,OVER_SAMPLING,BEST_FIRST,267.0,8.0,127.0,50.0,0.9709090909090909,0.8422712933753943,0.8962846126883982,0.7188150245618552
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,IBK,UNDER_SAMPLING,BEST_FIRST,57.0,106.0,133.0,5.0,0.3496932515337423,0.9193548387096774,0.739101093264948,0.29680298023698787
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,IBK,UNDER_SAMPLING,BEST_FIRST,62.0,131.0,189.0,57.0,0.32124352331606215,0.5210084033613446,0.5558167016806723,0.0933936770876814
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,IBK,UNDER_SAMPLING,BEST_FIRST,74.0,112.0,219.0,34.0,0.3978494623655914,0.6851851851851852,0.6729327514826005,0.2789515131060861
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,IBK,UNDER_SAMPLING,BEST_FIRST,121.0,43.0,94.0,182.0,0.7378048780487805,0.39933993399339934,0.573101105731011,0.06688282310360436
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,IBK,UNDER_SAMPLING,BEST_FIRST,230.0,94.0,77.0,45.0,0.7098765432098766,0.8363636363636363,0.683625730994152,0.3030779953683927
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,IBK,UNDER_SAMPLING,BEST_FIRST,274.0,10.0,125.0,43.0,0.9647887323943662,0.8643533123028391,0.8956420142540016,0.7384601947683305
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,IBK,SMOTE,BEST_FIRST,54.0,71.0,168.0,8.0,0.432,0.8709677419354839,0.7869483061141854,0.41699561134675256
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,IBK,SMOTE,BEST_FIRST,46.0,87.0,233.0,73.0,0.3458646616541353,0.3865546218487395,0.5573398109243698,0.11059335983994731
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,IBK,SMOTE,BEST_FIRST,47.0,72.0,259.0,61.0,0.3949579831932773,0.4351851851851852,0.6088312632874566,0.21044233187737493
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,IBK,SMOTE,BEST_FIRST,49.0,6.0,131.0,254.0,0.8909090909090909,0.1617161716171617,0.6284478812844788,0.07883082373782112
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,IBK,SMOTE,BEST_FIRST,213.0,74.0,97.0,62.0,0.7421602787456446,0.7745454545454545,0.7065709728867624,0.34639339669403674
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,IBK,SMOTE,BEST_FIRST,274.0,1.0,134.0,43.0,0.9963636363636363,0.8643533123028391,0.9286014721345952,0.7866872600124417
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,NAIVE_BAYES,NO_SAMPLING,BEST_FIRST,57.0,126.0,113.0,5.0,0.3114754098360656,0.9193548387096774,0.7881967876906465,0.22764577987581538
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,NAIVE_BAYES,NO_SAMPLING,BEST_FIRST,44.0,35.0,285.0,75.0,0.5569620253164557,0.3697478991596639,0.7310793067226891,0.2911039342337053
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,NAIVE_BAYES,NO_SAMPLING,BEST_FIRST,45.0,34.0,297.0,63.0,0.569620253164557,0.4166666666666667,0.787134944612286,0.3451690784111703
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,NAIVE_BAYES,NO_SAMPLING,BEST_FIRST,80.0,22.0,115.0,223.0,0.7843137254901961,0.264026402640264,0.48883428488834285,0.07378767570539915
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,NAIVE_BAYES,NO_SAMPLING,BEST_FIRST,122.0,56.0,115.0,153.0,0.6853932584269663,0.44363636363636366,0.6385114300903775,0.10489926827863026
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,NAIVE_BAYES,NO_SAMPLING,BEST_FIRST,304.0,75.0,60.0,13.0,0.8021108179419525,0.9589905362776026,0.7813412781867041,0.4647000242241542
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,NAIVE_BAYES,OVER_SAMPLING,BEST_FIRST,48.0,72.0,167.0,14.0,0.4,0.7741935483870968,0.8334458091510325,0.3512605884416822
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,NAIVE_BAYES,OVER_SAMPLING,BEST_FIRST,42.0,43.0,277.0,77.0,0.49411764705882355,0.35294117647058826,0.7405068277310924,0.24011193491619318
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,NAIVE_BAYES,OVER_SAMPLING,BEST_FIRST,60.0,51.0,280.0,48.0,0.5405405405405406,0.5555555555555556,0.7954291149155197,0.3977551444606111
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,NAIVE_BAYES,OVER_SAMPLING,BEST_FIRST,88.0,25.0,112.0,215.0,0.7787610619469026,0.29042904290429045,0.4911469249114693,0.07822838288437702
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,NAIVE_BAYES,OVER_SAMPLING,BEST_FIRST,108.0,51.0,120.0,167.0,0.6792452830188679,0.3927272727272727,0.6303455608718767,0.0837401285410031
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,NAIVE_BAYES,OVER_SAMPLING,BEST_FIRST,297.0,75.0,60.0,20.0,0.7983870967741935,0.9369085173501577,0.7922537679635472,0.43186028049748604
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,NAIVE_BAYES,UNDER_SAMPLING,BEST_FIRST,50.0,81.0,158.0,12.0,0.3816793893129771,0.8064516129032258,0.8301390201106762,0.3310951277210924
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,NAIVE_BAYES,UNDER_SAMPLING,BEST_FIRST,47.0,48.0,272.0,72.0,0.49473684210526314,0.3949579831932773,0.745391281512605,0.261522933722104
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,NAIVE_BAYES,UNDER_SAMPLING,BEST_FIRST,54.0,43.0,288.0,54.0,0.5567010309278351,0.5,0.79931744433255,0.3832394304998335
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,NAIVE_BAYES,UNDER_SAMPLING,BEST_FIRST,77.0,21.0,116.0,226.0,0.7857142857142857,0.25412541254125415,0.48570258485702583,0.07152376721457136
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,NAIVE_BAYES,UNDER_SAMPLING,BEST_FIRST,123.0,60.0,111.0,152.0,0.6721311475409836,0.44727272727272727,0.6362041467304625,0.08749445077110146
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,NAIVE_BAYES,UNDER_SAMPLING,BEST_FIRST,307.0,85.0,50.0,10.0,0.7831632653061225,0.9684542586750788,0.7725201542236243,0.40311370586599926
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,NAIVE_BAYES,SMOTE,BEST_FIRST,60.0,141.0,98.0,2.0,0.29850746268656714,0.967741935483871,0.7939330543933054,0.20641973487711796
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,NAIVE_BAYES,SMOTE,BEST_FIRST,52.0,57.0,263.0,67.0,0.47706422018348627,0.4369747899159664,0.7343618697478992,0.2658664868509777
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,NAIVE_BAYES,SMOTE,BEST_FIRST,54.0,42.0,289.0,54.0,0.5625,0.5,0.7873867069486404,0.3876198779424585
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,NAIVE_BAYES,SMOTE,BEST_FIRST,102.0,30.0,107.0,201.0,0.7727272727272727,0.33663366336633666,0.48914745489147454,0.08767772511848335
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,NAIVE_BAYES,SMOTE,BEST_FIRST,272.0,159.0,12.0,3.0,0.6310904872389791,0.9890909090909091,0.6362466772993088,0.07162130907408831
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,NAIVE_BAYES,SMOTE,BEST_FIRST,308.0,81.0,54.0,9.0,0.7917737789203085,0.9716088328075709,0.760404252833275,0.43878817978644163
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,RANDOM_FOREST,NO_SAMPLING,BEST_FIRST,38.0,40.0,199.0,24.0,0.48717948717948717,0.6129032258064516,0.851801862599541,0.4066773438462487
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,RANDOM_FOREST,NO_SAMPLING,BEST_FIRST,30.0,40.0,280.0,89.0,0.42857142857142855,0.25210084033613445,0.6745404411764706,0.14597879688136187
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,RANDOM_FOREST,NO_SAMPLING,BEST_FIRST,47.0,72.0,259.0,61.0,0.3949579831932773,0.4351851851851852,0.7291316996755063,0.21044233187737493
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,RANDOM_FOREST,NO_SAMPLING,BEST_FIRST,77.0,10.0,127.0,226.0,0.8850574712643678,0.25412541254125415,0.5657777456577775,0.1264994363969784
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,RANDOM_FOREST,NO_SAMPLING,BEST_FIRST,236.0,71.0,100.0,39.0,0.7687296416938111,0.8581818181818182,0.8234768740031898,0.459227089349882
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,RANDOM_FOREST,NO_SAMPLING,BEST_FIRST,274.0,1.0,134.0,43.0,0.9963636363636363,0.8643533123028391,0.939782684893095,0.7866872600124417
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,RANDOM_FOREST,OVER_SAMPLING,BEST_FIRST,54.0,80.0,159.0,8.0,0.40298507462686567,0.8709677419354839,0.8267310028343906,0.37498820198206695
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,RANDOM_FOREST,OVER_SAMPLING,BEST_FIRST,66.0,100.0,220.0,53.0,0.39759036144578314,0.5546218487394958,0.6408219537815126,0.2154029460207694
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,RANDOM_FOREST,OVER_SAMPLING,BEST_FIRST,64.0,91.0,240.0,44.0,0.4129032258064516,0.5925925925925926,0.7210613181156987,0.2770533198336118
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,RANDOM_FOREST,OVER_SAMPLING,BEST_FIRST,131.0,35.0,102.0,172.0,0.7891566265060241,0.43234323432343236,0.5558285755582858,0.13883741159562804
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,RANDOM_FOREST,OVER_SAMPLING,BEST_FIRST,252.0,111.0,60.0,23.0,0.6942148760330579,0.9163636363636364,0.7882934609250398,0.296049376899338
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,RANDOM_FOREST,OVER_SAMPLING,BEST_FIRST,269.0,14.0,121.0,48.0,0.950530035335689,0.8485804416403786,0.9056314990068933,0.6946544923620039
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,RANDOM_FOREST,UNDER_SAMPLING,BEST_FIRST,56.0,96.0,143.0,6.0,0.3684210526315789,0.9032258064516129,0.8379673370225401,0.32620813764649087
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,RANDOM_FOREST,UNDER_SAMPLING,BEST_FIRST,75.0,120.0,200.0,44.0,0.38461538461538464,0.6302521008403361,0.6661764705882353,0.21260772562229321
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,RANDOM_FOREST,UNDER_SAMPLING,BEST_FIRST,77.0,111.0,220.0,31.0,0.4095744680851064,0.7129629629629629,0.720571780239454,0.30220739679412556
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,RANDOM_FOREST,UNDER_SAMPLING,BEST_FIRST,146.0,50.0,87.0,157.0,0.7448979591836735,0.48184818481848185,0.5498903904989039,0.09628512462295605
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,RANDOM_FOREST,UNDER_SAMPLING,BEST_FIRST,262.0,121.0,50.0,13.0,0.6840731070496083,0.9527272727272728,0.7844550770866561,0.2783694365959092
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,RANDOM_FOREST,UNDER_SAMPLING,BEST_FIRST,276.0,15.0,120.0,41.0,0.9484536082474226,0.8706624605678234,0.9227012501460451,0.7197581984455615
bookkeeper,1,8.705114254624592,32.916666666666664,20.59800664451827,RANDOM_FOREST,SMOTE,BEST_FIRST,54.0,70.0,169.0,8.0,0.43548387096774194,0.8709677419354839,0.8407342421379403,0.421866535336124
bookkeeper,2,19.622778382299604,26.062846580406653,27.107061503416855,RANDOM_FOREST,SMOTE,BEST_FIRST,46.0,71.0,249.0,73.0,0.39316239316239315,0.3865546218487395,0.6690913865546219,0.16555347290055183
bookkeeper,3,35.54588320638375,26.53061224489796,24.60136674259681,RANDOM_FOREST,SMOTE,BEST_FIRST,47.0,72.0,259.0,61.0,0.3949579831932773,0.4351851851851852,0.7257748685241132,0.21044233187737493
bookkeeper,4,51.4689880304679,25.933756166314307,68.86363636363636,RANDOM_FOREST,SMOTE,BEST_FIRST,99.0,19.0,118.0,204.0,0.8389830508474576,0.32673267326732675,0.5744742357447423,0.13727007350613718
bookkeeper,5,67.42836416394631,36.094674556213015,61.65919282511211,RANDOM_FOREST,SMOTE,BEST_FIRST,246.0,79.0,92.0,29.0,0.7569230769230769,0.8945454545454545,0.8415311004784689,0.4578728193584693
bookkeeper,6,83.60536815379035,41.0412147505423,70.13274336283186,RANDOM_FOREST,SMOTE,BEST_FIRST,276.0,5.0,130.0,41.0,0.9822064056939501,0.8706624605678234,0.9418623670989602,0.7743482885112108
